ID,Organism,MIBiG_cluster,Molecular formula,Monoisotopic mass,Canonical smiles,Isomeric smiles,Reference,Unnamed: 8,InChIKey,NPAID
TAN-1511 A2,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C74H133N7O17S,1423.947867,CCCCCCCCC=CCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC(C(=O)O)C(C)O)C(C)O)OC(=O)CCCCCCCCCCCCCCCC,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)OC(=O)CCCCCCCCCCCCCCCC,Takizawa 1995,,DMVQGUKMCJGEEJ-LCABAMPYSA-N,
TAN-1511 A3,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C73H133N7O17S,1411.947867,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC(C(=O)O)C(C)O)C(C)O)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)OC(=O)CCCCCCCCCCCCCCC,Takizawa 1995,,OKUHRGMRUCJOQZ-MXWMDOKESA-N,
TAN-1511 A4,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C73H131N7O17S,1409.932217,CCCCCCCCC=CCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC(C(=O)O)C(C)O)C(C)O)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)OC(=O)CCCCCCCCCCCCCCC,Takizawa 1995,,TWZUIPKOWYXEFN-UZSSNRILSA-N,
TAN-1511 A5,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C72H131N7O17S,1397.932217,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC(C(=O)O)C(C)O)C(C)O)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)OC(=O)CCCCCCCCCCCCCCC,Takizawa 1995,,DXUXVWZZYSPQTM-QMYDAQRCSA-N,
TAN-1511 A6,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C72H129N7O17S,1395.916567,CCCCCCCCC=CCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC(C(=O)O)C(C)O)C(C)O)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)OC(=O)CCCCCCCCCCCCCCC,Takizawa 1995,,USAHDPUMDMREBG-BZAWQVIKSA-N,
TAN-1511 A7,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C71H129N7O17S,1383.916567,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC(C(=O)O)C(C)O)C(C)O)OC(=O)CCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)OC(=O)CCCCCCCCCCCCCC,Takizawa 1995,,MSGAYGCXWAQODO-BLWLGJRUSA-N,
TAN-1511 A8,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C71H127N7O17S,1381.900917,CCCCCCCCC=CCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC(C(=O)O)C(C)O)C(C)O)OC(=O)CCCCCCCCCCCCCC,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)OC(=O)CCCCCCCCCCCCCC,Takizawa 1995,,GYKOBVAEYVUSIG-VRVRIKAQSA-N,
TAN-1511 B1,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C74H134N8O17S,1438.958766,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NCC(=O)NC(C(=O)O)C(C)O)OC(=O)CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@H](C(=O)O)[C@@H](C)O)OC(=O)CCCCCCCCCCCCCCCC,Takizawa 1995,,FFJLOJJUOYPZAD-OQJDSIBYSA-N,
TAN-1511 B2,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C74H132N8O17S,1436.943116,CCCCCCCCC=CCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NCC(=O)NC(C(=O)O)C(C)O)OC(=O)CCCCCCCCCCCCCCCC,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@H](C(=O)O)[C@@H](C)O)OC(=O)CCCCCCCCCCCCCCCC,Takizawa 1995,,SLUFDLKKTNQQDL-RKLKYKESSA-N,
TAN-1511 B3,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C73H132N8O17S,1424.943116,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NCC(=O)NC(C(=O)O)C(C)O)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@H](C(=O)O)[C@@H](C)O)OC(=O)CCCCCCCCCCCCCCC,Takizawa 1995,,OSSCSSVJYUJHOU-GCDVMKLSSA-N,
TAN-1511 B4,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C73H130N8O17S,1422.927466,CCCCCCCCC=CCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NCC(=O)NC(C(=O)O)C(C)O)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@H](C(=O)O)[C@@H](C)O)OC(=O)CCCCCCCCCCCCCCC,Takizawa 1995,,OSWMLKRKWMECJW-GHJVDUOOSA-N,
TAN-1511 B5,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C72H130N8O17S,1410.927466,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NCC(=O)NC(C(=O)O)C(C)O)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@H](C(=O)O)[C@@H](C)O)OC(=O)CCCCCCCCCCCCCCC,Takizawa 1995,,SYKOYWGIVXRHNX-DOEJJHKWSA-N,
TAN-1511 B6,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C72H128N8O17S,1408.911816,CCCCCCCCC=CCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NCC(=O)NC(C(=O)O)C(C)O)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@H](C(=O)O)[C@@H](C)O)OC(=O)CCCCCCCCCCCCCCC,Takizawa 1995,,OODUYYXROFHWDA-QFHYMSTCSA-N,
TAN-1511 B7,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C71H128N8O17S,1396.911816,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NCC(=O)NC(C(=O)O)C(C)O)OC(=O)CCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@H](C(=O)O)[C@@H](C)O)OC(=O)CCCCCCCCCCCCCC,Takizawa 1995,,MSLSIVVVJAVNTD-LUAAIWGJSA-N,
TAN-1511 B8,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C71H126N8O17S,1394.896166,CCCCCCCCC=CCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NCC(=O)NC(C(=O)O)C(C)O)OC(=O)CCCCCCCCCCCCCC,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@H](C(=O)O)[C@@H](C)O)OC(=O)CCCCCCCCCCCCCC,Takizawa 1995,,DJJMSFGYZNVEDF-NYWKPAQTSA-N,
TAN-1511 C1,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C76H137N7O15S,1419.989338,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CC(=O)O)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)O)OC(=O)CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)O)OC(=O)CCCCCCCCCCCCCCCC,Takizawa 1995,,KIGFQZCHGDUAMR-KMKVWAKCSA-N,
TAN-1511 C2,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C76H135N7O15S,1417.973688,CCCCCCCCC=CCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CC(=O)O)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)O)OC(=O)CCCCCCCCCCCCCCCC,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)O)OC(=O)CCCCCCCCCCCCCCCC,Takizawa 1995,,UFIHHRWEJBRYHO-ZEUIUDKLSA-N,
TAN-1511 C3,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C75H135N7O15S,1405.973688,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CC(=O)O)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)O)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)O)OC(=O)CCCCCCCCCCCCCCC,Takizawa 1995,,XESQSYIWKNEQJJ-OLCRAXEZSA-N,
TAN-1511 C4,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C75H133N7O15S,1403.958038,CCCCCCCCC=CCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CC(=O)O)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)O)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)O)OC(=O)CCCCCCCCCCCCCCC,Takizawa 1995,,CHFICAJWTPZRCZ-NFJILPGBSA-N,
TAN-1511 C5,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C74H133N7O15S,1391.958038,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CC(=O)O)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)O)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)O)OC(=O)CCCCCCCCCCCCCCC,Takizawa 1995,,OYETZRPVSWJPKO-IOUAEKQOSA-N,
TAN-1511 C6,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C74H131N7O15S,1389.942387,CCCCCCCCC=CCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CC(=O)O)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)O)OC(=O)CCCCCCCCCCCCCCC,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)O)OC(=O)CCCCCCCCCCCCCCC,Takizawa 1995,,RUKHFGSJFLUGPH-HGYHCJQISA-N,
TAN-1511 C7,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C73H131N7O15S,1377.942387,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CC(=O)O)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)O)OC(=O)CCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)O)OC(=O)CCCCCCCCCCCCCC,Takizawa 1995,,USJAXJYEXJVXQH-MXMNXURYSA-N,
TAN-1511 C8,Streptosporangium amethystogenes ssp. fukuiense AL-23456,Unknown,C73H129N7O15S,1375.926737,CCCCCCCCC=CCCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(CC(=O)O)C(=O)N1CCCC1C(=O)NC(CC(C)C)C(=O)O)OC(=O)CCCCCCCCCCCCCC,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CSCC(NC(=O)CCCCCCCCCCCC)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)O)OC(=O)CCCCCCCCCCCCCC,Takizawa 1995,,QUOIUVWUDLNXIU-ZNQVANFXSA-N,
Taromycin A,Streptomyces coelicolor,BGC0000439,C70H91Cl2N17O25,1639.574907,CCCC=CC=CC(=O)NC(Cc1c[nH]c2cc(Cl)ccc12)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NCC(=O)NC(CCCN)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C)C(=O)NC(C(C)CC(=O)O)C(=O)NC(CC(=O)c2ccc(Cl)cc2N)C(=O)OC1C,CCC/C=C/C=C/C(=O)N[C@@H](Cc1c[nH]c2cc(Cl)ccc12)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccc(Cl)cc2N)C(=O)O[C@@H]1C,Reynolds 2017,,SDWVVLSMGFBQOZ-WLQCZBCJSA-N,NPA020360
Taromycin B,Streptomyces coelicolor,BGC0000439,C71H93Cl2N17O25,1653.590557,CCC(C)C=CC=CC(=O)NC(Cc1c[nH]c2cc(Cl)ccc12)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NCC(=O)NC(CCCN)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C)C(=O)NC(C(C)CC(=O)O)C(=O)NC(CC(=O)c2ccc(Cl)cc2N)C(=O)OC1C,CCC(C)/C=C/C=C/C(=O)N[C@@H](Cc1c[nH]c2cc(Cl)ccc12)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccc(Cl)cc2N)C(=O)O[C@@H]1C,Reynolds 2017,,FERWSKLZJQKSKR-CRBBBUMRSA-N,
Telomycin 1,Streptomyces canus ATCC 12646 ,Unknown,C59H77N13O19,1271.545867,CC1NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(CO)NC(=O)CC(N)C(=O)O)C(C)OC(=O)C2C(O)CCN2C(=O)C(C(O)C(C)C)NC(=O)C(C(C)c2c[nH]c3ccccc23)NC(=O)C(=Cc2c[nH]c3ccccc23)NC(=O)C2C(O)CCN2C(=O)CNC1=O,CC(C)[C@H](O)[C@@H]1NC(=O)[C@H]([C@H](C)c2c[nH]c3ccccc23)NC(=O)/C(=C\c2c[nH]c3ccccc23)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)CNC(=O)[C@H](C)NC(=O)[C@H]([C@H](C)O)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)C[C@H](N)C(=O)O)[C@@H](C)OC(=O)[C@@H]2[C@H](O)CCN2C1=O,Fu 2015,,FJEKCPBQVANMTA-BYEAFURWSA-N,
Telomycin 10,Streptomyces canus ATCC 12646 ,Unknown,C59H81N13O18,1259.582253,CC(NC(=O)C(NC(=O)C(NC(=O)C(CO)NC(O)CC(N)C(=O)O)C(C)O)C(C)O)C(=O)NCC(=O)N1CCCC1C(=O)NC(=Cc1c[nH]c2ccccc12)C(=O)NC(C(=O)NC(C(=O)N1CCCC1C(=O)O)C(O)C(C)C)C(C)c1c[nH]c2ccccc12,CC(C)[C@H](O)[C@H](NC(=O)[C@@H](NC(=O)/C(=C\c1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CO)NC(O)C[C@H](N)C(=O)O)[C@@H](C)O)[C@H](C)O)[C@H](C)c1c[nH]c2ccccc12)C(=O)N1CCC[C@H]1C(=O)O,Fu 2015,,DDSOOANNIXFIIK-JKYJZTHLSA-N,
Telomycin 11,Streptomyces canus ATCC 12646 ,Unknown,C48H63N11O15,1033.45051,CC(NC(=O)C(NC(=O)C(NC(=O)C(CO)NC(O)CC(N)C(=O)O)C(C)O)C(C)O)C(=O)NCC(=O)N1CCCC1C(=O)NC(=Cc1c[nH]c2ccccc12)C(=O)NC(C(=O)O)C(C)c1c[nH]c2ccccc12,C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CO)NC(O)C[C@H](N)C(=O)O)[C@@H](C)O)[C@H](C)O)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N/C(=C/c1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)O)[C@H](C)c1c[nH]c2ccccc12,Fu 2015,,ORZQTPVJAULZOE-KFPNOADWSA-N,
Telomycin 12,Streptomyces canus ATCC 12646 ,Unknown,C59H79N13O16,1225.576773,CC(C)CC1NC(=O)C(C(C)c2c[nH]c3ccccc23)NC(=O)C(=Cc2c[nH]c3ccccc23)NC(=O)C2CCCN2C(=O)CNC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(NC(O)CC(N)C(=O)O)COC(=O)C2CCCN2C1=O,CC(C)C[C@@H]1NC(=O)[C@H]([C@H](C)c2c[nH]c3ccccc23)NC(=O)/C(=C\c2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](C)NC(=O)[C@H]([C@H](C)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](NC(O)C[C@H](N)C(=O)O)COC(=O)[C@@H]2CCCN2C1=O,Fu 2015,,AIPPIZHFOSYMBC-TZTFUMLVSA-N,
Telomycin 2,Streptomyces canus ATCC 12646 ,Unknown,C59H77N13O18,1255.550953,CC1NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(CO)NC(=O)CC(N)C(=O)O)C(C)OC(=O)C2CCCN2C(=O)C(C(O)C(C)C)NC(=O)C(C(C)c2c[nH]c3ccccc23)NC(=O)C(=Cc2c[nH]c3ccccc23)NC(=O)C2C(O)CCN2C(=O)CNC1=O,CC(C)[C@H](O)[C@@H]1NC(=O)[C@H]([C@H](C)c2c[nH]c3ccccc23)NC(=O)/C(=C\c2c[nH]c3ccccc23)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)CNC(=O)[C@H](C)NC(=O)[C@H]([C@H](C)O)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)C[C@H](N)C(=O)O)[C@@H](C)OC(=O)[C@@H]2CCCN2C1=O,Fu 2015,,QBRJJBMCRNXJMK-YQLNUSQRSA-N,
Telomycin 3,Streptomyces canus ATCC 12646 dtem23,Unknown,C59H77N13O18,1255.550953,CC(C)CC1NC(=O)C(C(C)c2c[nH]c3ccccc23)NC(=O)C(=Cc2c[nH]c3ccccc23)NC(=O)C2C(O)CCN2C(=O)CNC(=O)C(C)NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(CO)NC(=O)CC(N)C(=O)O)C(C)OC(=O)C2C(O)CCN2C1=O,CC(C)C[C@@H]1NC(=O)[C@H]([C@H](C)c2c[nH]c3ccccc23)NC(=O)/C(=C\c2c[nH]c3ccccc23)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)CNC(=O)[C@H](C)NC(=O)[C@H]([C@H](C)O)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)C[C@H](N)C(=O)O)[C@@H](C)OC(=O)[C@@H]2[C@H](O)CCN2C1=O,Fu 2015,,UBPXJQNZJLBIHD-VHXFIFKRSA-N,
Telomycin 4,Streptomyces canus ATCC 12646 dtem29,Unknown,C59H77N13O18,1255.550953,CC1NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(CO)NC(=O)CC(N)C(=O)O)C(C)OC(=O)C2C(O)CCN2C(=O)C(C(O)C(C)C)NC(=O)C(C(C)c2c[nH]c3ccccc23)NC(=O)C(=Cc2c[nH]c3ccccc23)NC(=O)C2CCCN2C(=O)CNC1=O,CC(C)[C@H](O)[C@@H]1NC(=O)[C@H]([C@H](C)c2c[nH]c3ccccc23)NC(=O)/C(=C\c2c[nH]c3ccccc23)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](C)NC(=O)[C@H]([C@H](C)O)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)C[C@H](N)C(=O)O)[C@@H](C)OC(=O)[C@@H]2[C@H](O)CCN2C1=O,Fu 2015,,RGBQTXIIEOPYJI-BGGYWTQPSA-N,
